,unit,geo,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
230,PC_ACT,PL91,,,,,,2.1,2.0,1.2,0.9,1.0,0.4,
231,PC_ACT,PL92,,,,,,3.9,3.1,2.6,2.1,2.1,1.3,0.9
232,PC_ACT,PT11,4.3,5.1,6.9,6.7,8.4,10.1,9.5,8.4,7.1,5.4,3.3,3.0
233,PC_ACT,PT15,2.8,3.4,6.2,6.0,7.0,8.3,7.4,6.0,4.0,2.8,,2.0
234,PC_ACT,PT16,2.3,2.9,4.2,4.4,5.2,5.8,5.9,5.0,4.2,2.9,2.5,1.8
235,PC_ACT,PT17,4.0,4.3,5.6,7.0,8.6,10.5,8.8,7.3,6.6,4.5,3.2,3.1
236,PC_ACT,PT18,3.6,4.0,5.2,5.7,6.8,8.9,7.4,6.6,5.9,4.0,3.0,2.9
237,PC_ACT,PT20,,,,5.1,7.5,9.8,9.3,7.7,6.5,4.6,4.0,4.0
238,PC_ACT,PT30,,3.6,3.4,8.0,10.3,11.5,9.8,9.0,7.8,5.9,4.3,3.6
239,PC_ACT,RO11,1.1,1.4,2.2,2.2,1.9,2.0,1.7,2.1,1.9,1.3,1.1,1.3
240,PC_ACT,RO12,3.4,4.1,4.4,4.9,4.7,4.8,4.0,2.9,2.4,1.9,1.8,2.3
241,PC_ACT,RO21,1.8,1.9,2.1,1.9,1.9,1.9,1.8,1.5,1.3,0.8,0.8,0.7
242,PC_ACT,RO22,3.3,2.5,3.2,4.9,5.0,5.1,4.7,4.4,4.5,3.0,2.6,2.5
243,PC_ACT,RO31,3.2,2.8,3.0,4.2,4.1,4.2,3.8,5.6,5.5,3.7,2.7,2.1
244,PC_ACT,RO32,1.0,,,,1.2,2.0,1.1,0.7,1.0,0.6,1.1,1.2
245,PC_ACT,RO41,2.6,1.8,2.3,3.2,3.2,4.2,3.6,4.8,4.7,3.6,3.6,2.7
246,PC_ACT,RO42,2.7,2.3,1.8,2.4,2.3,2.1,2.1,2.4,3.0,2.2,1.7,1.0
247,PC_ACT,RS11,,,,,,12.8,10.2,11.1,9.6,7.3,5.6,4.0
248,PC_ACT,RS12,,,,,,16.6,12.0,8.9,7.8,4.7,4.1,3.4
249,PC_ACT,RS21,,,,,,17.1,12.1,10.5,9.1,7.6,7.4,6.6
250,PC_ACT,RS22,,,,,,17.9,15.1,11.9,9.7,9.2,8.9,7.2
251,PC_ACT,SE11,0.7,0.9,1.2,1.1,1.1,1.2,1.2,1.4,1.2,1.2,1.0,0.7
252,PC_ACT,SE12,1.1,1.6,2.1,1.8,1.8,1.6,1.5,1.5,1.5,1.5,1.5,1.2
253,PC_ACT,SE21,,0.9,1.5,1.3,1.3,1.2,1.1,1.0,0.9,0.9,0.7,0.8
254,PC_ACT,SE22,0.9,0.9,1.4,1.9,2.0,2.0,2.2,2.3,1.8,2.0,1.8,1.2
255,PC_ACT,SE23,0.7,1.0,1.7,1.4,1.3,1.4,1.3,1.1,1.0,0.9,0.8,0.8
256,PC_ACT,SE31,0.7,1.4,1.6,1.5,1.7,1.4,1.6,1.4,1.5,1.1,0.9,1.3
257,PC_ACT,SE32,,,1.6,1.6,1.3,0.9,1.2,1.2,1.0,1.1,0.9,
258,PC_ACT,SE33,,,1.4,1.4,1.4,0.9,1.1,1.1,0.9,0.8,0.7,
259,PC_ACT,SI01,2.4,2.2,,,,,,,,,,
260,PC_ACT,SI02,1.2,1.3,,,,,,,,,,
261,PC_ACT,SI03,,,3.6,4.2,4.8,6.0,6.1,5.5,4.7,3.3,2.5,2.2
262,PC_ACT,SI04,,,2.6,2.9,3.5,4.2,4.3,3.8,3.8,2.9,1.8,1.6
263,PC_ACT,SK01,1.5,1.0,2.5,2.4,2.5,2.7,2.7,2.1,2.3,2.0,1.4,0.8
264,PC_ACT,SK02,4.2,5.2,8.2,7.6,7.5,7.9,7.8,6.7,4.4,3.0,2.2,2.1
265,PC_ACT,SK03,9.6,8.8,10.6,10.4,10.9,12.2,11.3,8.7,7.2,6.4,5.0,3.9
266,PC_ACT,SK04,9.4,8.7,12.3,13.3,13.5,13.8,12.1,9.9,8.0,7.8,6.6,5.6
267,PC_ACT,TR10,2.2,3.6,4.0,2.6,2.5,2.2,2.3,2.7,2.6,2.7,2.4,2.9
268,PC_ACT,TR21,2.1,2.7,1.8,1.7,1.2,1.1,1.6,1.0,1.3,1.6,1.4,2.1
269,PC_ACT,TR22,2.2,1.5,1.1,1.1,0.7,1.3,1.3,0.7,1.1,1.4,1.2,2.0
270,PC_ACT,TR31,2.9,4.1,4.5,3.8,3.3,4.2,3.7,4.2,3.1,3.2,3.3,4.3
271,PC_ACT,TR32,1.4,2.5,2.5,1.8,1.3,1.0,1.4,1.0,1.1,1.2,1.6,2.2
272,PC_ACT,TR33,1.8,2.0,1.8,1.0,0.6,1.0,0.6,0.9,1.0,1.3,1.2,1.7
273,PC_ACT,TR41,1.9,2.5,2.4,1.5,1.1,1.2,1.1,1.1,1.6,1.5,1.4,1.7
274,PC_ACT,TR42,2.3,3.0,2.6,2.9,2.6,2.3,2.1,1.9,1.8,2.1,2.3,2.9
275,PC_ACT,TR51,3.5,3.3,3.2,2.4,2.3,2.4,2.8,2.9,2.6,2.3,2.1,4.0
276,PC_ACT,TR52,1.6,1.6,1.3,1.2,0.8,0.6,0.8,0.9,0.8,0.6,0.8,1.2
277,PC_ACT,TR61,1.1,1.2,1.3,1.3,1.2,1.1,1.2,1.3,1.8,2.3,2.2,2.7
278,PC_ACT,TR62,4.6,5.4,3.9,1.9,1.9,1.9,2.1,2.1,2.0,2.7,2.7,2.4
279,PC_ACT,TR63,2.6,2.9,1.9,2.2,1.7,2.0,2.6,3.3,3.4,2.9,3.4,5.0
280,PC_ACT,TR71,2.1,3.3,1.6,1.4,0.7,0.9,1.5,2.2,2.9,2.8,2.4,2.8
281,PC_ACT,TR72,2.6,3.0,3.7,2.8,1.6,2.1,2.4,1.9,1.8,3.1,3.6,3.6
282,PC_ACT,TR81,0.7,1.1,2.4,1.4,1.5,1.2,0.9,1.2,1.6,1.6,1.3,2.3
283,PC_ACT,TR82,1.2,1.9,2.6,1.8,1.3,2.1,1.8,1.7,1.2,1.1,1.4,1.9
284,PC_ACT,TR83,1.5,1.4,2.0,1.4,1.1,1.3,1.3,1.8,1.6,1.3,1.3,1.5
285,PC_ACT,TR90,1.3,1.4,1.7,1.7,1.8,2.0,1.8,1.7,1.4,1.3,1.8,3.0
286,PC_ACT,TRA1,2.1,2.2,2.1,1.5,1.1,1.1,1.4,1.2,0.8,1.1,2.0,3.1
287,PC_ACT,TRA2,1.1,1.3,1.7,1.3,0.9,0.9,0.3,0.4,0.9,1.0,1.3,1.7
288,PC_ACT,TRB1,3.1,3.3,2.8,1.8,0.6,0.6,1.2,1.3,1.7,1.4,1.9,2.7
289,PC_ACT,TRB2,2.6,2.4,2.8,2.0,1.3,1.8,2.6,1.5,2.1,3.6,5.8,8.5
290,PC_ACT,TRC1,4.3,3.4,2.6,2.3,1.5,0.9,1.6,2.1,3.6,3.5,2.7,3.4
291,PC_ACT,TRC2,1.8,3.1,2.5,1.0,0.5,2.2,2.8,2.7,2.7,2.4,4.5,5.4
292,PC_ACT,TRC3,5.2,3.3,3.0,2.9,5.6,5.5,5.7,6.8,10.1,11.5,9.3,12.0
293,PC_ACT,UKC1,1.9,2.7,3.5,4.4,4.5,4.1,4.3,3.2,2.5,1.7,1.6,2.2
294,PC_ACT,UKC2,1.7,3.0,3.4,3.2,3.4,3.6,3.2,3.0,2.4,2.1,1.7,1.7
295,PC_ACT,UKD1,,1.6,2.1,2.5,2.5,2.0,,2.0,,,,
296,PC_ACT,UKD3,1.9,2.7,2.7,3.2,3.7,3.6,3.0,2.0,1.5,1.1,1.0,1.3
297,PC_ACT,UKD4,1.9,2.0,1.2,1.9,2.6,2.3,2.4,1.3,1.2,1.0,1.3,1.3
298,PC_ACT,UKD6,1.0,1.4,1.7,1.7,2.1,1.7,,0.9,,,,
299,PC_ACT,UKD7,2.9,2.7,4.1,3.5,4.2,3.4,3.3,2.1,2.0,1.3,1.1,1.0
300,PC_ACT,UKE1,1.5,2.6,2.7,3.6,3.7,3.3,3.3,2.2,1.2,,2.5,1.3
301,PC_ACT,UKE2,,1.0,2.1,2.2,1.3,1.6,1.4,,,1.1,,
302,PC_ACT,UKE3,2.0,2.4,3.2,4.0,4.2,4.0,3.4,1.8,2.3,1.6,1.6,1.2
303,PC_ACT,UKE4,1.5,2.0,3.1,3.4,3.5,4.1,2.4,2.3,2.0,1.6,1.5,1.0
304,PC_ACT,UKF1,1.2,1.9,3.1,2.9,2.5,2.3,2.2,1.3,1.2,0.9,1.3,0.8
305,PC_ACT,UKF2,1.3,1.8,2.5,2.4,2.1,2.6,1.6,1.3,0.7,0.7,0.9,0.9
306,PC_ACT,UKF3,1.4,1.4,1.4,2.2,3.6,2.6,1.6,,,,,
307,PC_ACT,UKG1,1.0,1.1,2.0,1.8,1.4,1.7,1.0,0.9,0.9,,0.7,0.8
308,PC_ACT,UKG2,0.8,1.6,2.2,2.5,2.3,1.9,1.6,1.4,1.4,1.4,0.8,0.8
309,PC_ACT,UKG3,3.1,3.9,4.5,5.3,4.9,6.3,5.0,3.1,2.6,2.0,1.8,2.0
310,PC_ACT,UKH1,0.8,1.3,2.1,2.0,2.1,2.0,1.4,1.1,0.7,0.8,1.0,0.9
311,PC_ACT,UKH2,0.9,1.3,1.9,2.3,2.3,1.7,1.6,1.3,0.9,0.6,0.5,0.4
312,PC_ACT,UKH3,1.2,1.5,1.7,1.8,2.3,2.2,1.7,1.2,1.2,1.1,0.7,0.7
313,PC_ACT,UKI1,2.4,2.5,,,,,,,,,,
314,PC_ACT,UKI2,1.7,2.0,,,,,,,,,,
315,PC_ACT,UKI3,,,2.9,2.4,2.2,1.6,2.0,1.3,0.8,1.3,2.0,0.7
316,PC_ACT,UKI4,,,3.6,4.2,3.6,3.7,3.0,2.7,1.9,1.4,0.8,1.2
317,PC_ACT,UKI5,,,3.5,3.9,3.5,3.6,2.4,1.7,1.2,1.6,1.1,0.9
318,PC_ACT,UKI6,,,1.9,1.9,2.1,2.5,1.8,0.9,1.1,1.5,1.8,0.7
319,PC_ACT,UKI7,,,2.9,2.8,2.5,2.9,1.9,1.4,1.3,1.1,0.9,0.9
320,PC_ACT,UKJ1,0.6,1.1,1.4,1.3,1.5,1.6,1.1,1.0,0.5,0.4,0.4,0.3
321,PC_ACT,UKJ2,0.6,1.0,1.6,1.7,1.5,1.4,1.1,0.8,0.6,0.7,0.9,0.5
322,PC_ACT,UKJ3,0.5,0.8,1.6,1.6,1.9,1.4,1.1,0.6,0.7,0.8,,0.6
323,PC_ACT,UKJ4,1.6,1.6,2.6,2.4,2.8,2.3,1.9,1.5,1.0,1.2,1.2,0.8
324,PC_ACT,UKK1,0.6,1.0,1.3,2.3,1.8,1.8,1.5,1.0,1.0,0.9,0.3,0.6
325,PC_ACT,UKK2,0.8,1.1,1.7,1.7,1.6,1.9,1.3,0.9,0.9,,,
326,PC_ACT,UKK3,,,3.0,2.0,1.9,2.0,1.5,,,,,
327,PC_ACT,UKK4,0.7,1.0,2.1,1.8,1.3,2.2,1.5,0.9,0.7,1.0,,0.7
328,PC_ACT,UKL1,1.2,2.4,3.0,3.1,3.2,3.1,2.9,2.3,1.4,1.2,1.7,1.1
329,PC_ACT,UKL2,1.0,1.6,2.6,1.4,2.3,2.4,1.5,1.2,1.0,1.2,,
330,PC_ACT,UKM2,0.9,1.7,2.1,2.2,2.6,,,,,,,
331,PC_ACT,UKM3,1.3,2.1,3.9,3.8,3.5,,,,,,,
332,PC_ACT,UKM5,,,,,,,,,,,,
333,PC_ACT,UKM6,,,2.1,2.4,4.0,,2.5,,,,,
334,PC_ACT,UKM7,,,,,,2.6,1.6,1.8,1.1,0.9,0.8,0.8
335,PC_ACT,UKM8,,,,,,2.8,3.2,2.3,1.7,1.1,1.5,1.7
336,PC_ACT,UKM9,,,,,,3.9,2.4,2.2,2.1,1.5,1.2,
337,PC_ACT,UKN0,1.5,2.2,3.1,3.2,3.8,4.0,3.4,3.6,2.6,2.3,1.9,1.0
