,s_adj,age,sex,unit,geo,2019m09,2019m10,2019m11,2019m12,2020m01,2020m02,2020m03,2020m04,2020m05,2020m06,2020m07,2020m08
31,SA,Y25-74,F,PC_ACT,PT,6.2,6.1,6.3,6.1,6.0,5.8,5.6,5.9,4.8,6.1,6.9,
32,SA,Y25-74,F,PC_ACT,RO,2.4,2.4,2.3,2.3,2.7,2.6,2.6,3.8,3.7,4.2,3.6,
33,SA,Y25-74,F,PC_ACT,SE,4.7,5.4,5.8,5.2,5.6,6.3,5.5,5.7,6.6,6.7,6.5,
34,SA,Y25-74,F,PC_ACT,SI,4.6,4.5,4.4,4.3,4.4,4.2,4.2,4.9,5.0,5.1,5.0,
35,SA,Y25-74,F,PC_ACT,SK,5.1,5.1,5.0,5.0,5.7,5.8,5.7,6.2,6.2,6.1,6.2,
36,SA,Y25-74,F,PC_ACT,UK,2.6,2.7,2.7,2.7,2.8,2.7,2.6,2.5,2.5,,,
37,SA,Y25-74,F,PC_ACT,US,2.9,3.0,3.0,2.9,2.9,2.8,3.5,14.2,12.8,10.2,9.6,
38,SA,Y25-74,M,PC_ACT,AT,4.1,3.8,3.6,3.5,3.6,3.8,3.9,3.7,5.2,5.3,5.2,
39,SA,Y25-74,M,PC_ACT,BE,4.7,4.7,4.7,4.8,4.6,4.6,4.7,5.0,5.1,5.1,5.1,
40,SA,Y25-74,M,PC_ACT,BG,4.0,4.2,4.3,4.3,4.4,4.1,3.9,4.5,4.4,4.3,4.3,
41,SA,Y25-74,M,PC_ACT,CH,3.5,3.4,3.3,3.4,3.5,3.5,3.7,4.1,4.3,4.4,,
42,SA,Y25-74,M,PC_ACT,CY,4.7,4.9,5.0,4.7,5.4,5.4,5.8,6.6,6.8,6.3,6.3,
43,SA,Y25-74,M,PC_ACT,CZ,1.7,1.6,1.8,1.6,1.6,1.5,1.6,1.7,1.9,2.2,2.1,
44,SA,Y25-74,M,PC_ACT,DE,3.2,3.2,3.3,3.4,3.5,3.6,3.8,3.9,4.1,4.2,4.2,
45,SA,Y25-74,M,PC_ACT,DK,4.1,3.9,3.8,3.6,3.7,3.6,3.7,3.5,3.8,4.3,4.5,
46,SA,Y25-74,M,PC_ACT,EA,6.3,6.2,6.2,6.2,6.1,6.0,6.1,6.3,6.4,6.6,6.7,
47,SA,Y25-74,M,PC_ACT,EA18,6.3,6.2,6.2,6.2,6.1,6.0,6.1,6.3,6.4,6.6,6.7,
48,SA,Y25-74,M,PC_ACT,EA19,6.3,6.2,6.2,6.2,6.1,6.0,6.1,6.3,6.4,6.6,6.7,
49,SA,Y25-74,M,PC_ACT,EE,3.2,3.5,3.6,4.3,4.8,4.7,4.8,5.3,6.0,7.5,,
50,SA,Y25-74,M,PC_ACT,EL,12.9,12.8,12.8,12.6,12.4,12.1,12.0,12.2,12.4,15.2,,
51,SA,Y25-74,M,PC_ACT,ES,11.0,11.0,11.0,10.9,10.8,10.5,11.6,12.5,12.7,13.0,13.1,
52,SA,Y25-74,M,PC_ACT,EU27_2007,5.2,5.1,5.1,5.1,5.1,,,,,,,
53,SA,Y25-74,M,PC_ACT,EU27_2020,5.5,5.4,5.5,5.5,5.4,5.3,5.4,5.6,5.8,6.0,6.1,
54,SA,Y25-74,M,PC_ACT,EU28,5.2,5.1,5.1,5.1,5.1,,,,,,,
55,SA,Y25-74,M,PC_ACT,FI,5.8,5.7,5.6,5.4,5.3,5.3,5.4,5.7,6.0,6.2,6.4,
56,SA,Y25-74,M,PC_ACT,FR,7.2,7.0,6.8,6.8,6.6,6.3,6.2,6.6,5.8,5.5,5.8,
57,SA,Y25-74,M,PC_ACT,HR,5.1,5.1,5.2,5.1,5.3,5.2,5.5,6.4,6.7,6.6,6.5,
58,SA,Y25-74,M,PC_ACT,HU,2.6,2.6,2.5,2.6,2.6,2.8,3.0,3.5,3.8,4.0,,
59,SA,Y25-74,M,PC_ACT,IE,4.1,4.0,3.9,3.9,3.9,3.9,4.0,4.0,4.1,4.1,4.1,4.2
60,SA,Y25-74,M,PC_ACT,IS,2.4,2.4,2.3,2.3,2.4,2.4,2.4,2.6,2.9,3.2,4.5,
61,SA,Y25-74,M,PC_ACT,IT,7.6,7.4,7.4,7.4,,,,,,,,
62,SA,Y25-74,M,PC_ACT,LT,7.0,6.6,6.7,6.5,5.9,6.1,6.4,7.7,8.5,8.6,8.9,
63,SA,Y25-74,M,PC_ACT,LU,4.4,4.4,4.5,4.4,4.6,4.7,5.6,6.1,6.1,6.0,5.7,
64,SA,Y25-74,M,PC_ACT,LV,6.3,6.0,6.2,7.0,7.5,7.4,7.6,8.6,9.2,9.6,9.9,
65,SA,Y25-74,M,PC_ACT,MT,2.3,2.4,2.5,2.7,2.8,2.7,3.0,3.3,3.1,2.9,2.9,
66,SA,Y25-74,M,PC_ACT,NL,2.8,2.8,2.8,2.6,2.4,2.3,2.3,2.6,2.5,3.0,3.1,
67,SA,Y25-74,M,PC_ACT,NO,3.2,3.2,3.3,3.2,2.9,2.6,2.7,3.3,3.8,4.6,,
68,SA,Y25-74,M,PC_ACT,PL,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.6,2.8,2.8,2.7,
69,SA,Y25-74,M,PC_ACT,PT,5.0,5.1,5.2,5.5,5.5,5.2,5.0,4.6,4.9,5.9,6.8,
70,SA,Y25-74,M,PC_ACT,RO,3.6,3.3,3.4,3.5,3.0,3.3,4.6,4.5,4.9,4.7,4.9,
71,SA,Y25-74,M,PC_ACT,SE,5.2,4.7,5.4,4.9,5.5,5.6,5.0,5.9,6.1,7.0,7.1,
72,SA,Y25-74,M,PC_ACT,SI,4.3,3.7,3.2,2.9,3.2,3.3,3.5,3.8,3.7,3.6,3.5,
73,SA,Y25-74,M,PC_ACT,SK,4.9,4.8,4.8,4.8,5.1,5.1,4.8,5.2,5.5,5.6,5.7,
74,SA,Y25-74,M,PC_ACT,UK,2.8,2.6,2.6,2.7,2.9,2.9,2.8,2.7,2.7,,,
75,SA,Y25-74,M,PC_ACT,US,2.8,2.8,2.8,2.7,2.9,3.0,3.5,12.1,10.5,9.3,8.6,
76,SA,Y25-74,T,PC_ACT,AT,3.9,3.8,3.7,3.6,3.7,3.7,3.8,3.9,4.7,4.7,4.6,
77,SA,Y25-74,T,PC_ACT,BE,4.5,4.4,4.4,4.4,4.4,4.4,4.6,4.8,4.8,4.8,4.7,
78,SA,Y25-74,T,PC_ACT,BG,3.8,4.0,4.0,3.9,4.1,3.9,3.8,4.4,4.2,4.1,4.1,
79,SA,Y25-74,T,PC_ACT,CH,3.7,3.5,3.5,3.5,3.7,3.8,3.9,4.0,4.2,4.3,,
80,SA,Y25-74,T,PC_ACT,CY,5.8,5.8,5.8,5.5,5.7,5.5,5.8,6.9,7.1,6.3,5.8,
81,SA,Y25-74,T,PC_ACT,CZ,1.9,1.9,1.9,1.8,1.8,1.8,1.9,2.0,2.1,2.4,2.3,
82,SA,Y25-74,T,PC_ACT,DE,2.8,2.9,2.9,3.0,3.2,3.3,3.6,3.8,4.0,4.1,4.2,
83,SA,Y25-74,T,PC_ACT,DK,4.4,4.3,4.2,4.1,4.1,4.1,3.9,3.9,4.4,4.9,4.9,
84,SA,Y25-74,T,PC_ACT,EA,6.7,6.6,6.6,6.6,6.6,6.5,6.5,6.5,6.7,6.9,7.1,
85,SA,Y25-74,T,PC_ACT,EA18,6.7,6.6,6.6,6.6,6.6,6.5,6.5,6.5,6.7,6.9,7.1,
86,SA,Y25-74,T,PC_ACT,EA19,6.7,6.6,6.6,6.6,6.6,6.5,6.5,6.5,6.7,6.9,7.1,
87,SA,Y25-74,T,PC_ACT,EE,3.9,3.8,3.9,4.0,4.4,4.3,4.4,5.5,6.1,6.7,,
88,SA,Y25-74,T,PC_ACT,EL,15.9,15.7,15.7,15.6,15.3,15.0,13.4,14.9,16.3,17.3,,
89,SA,Y25-74,T,PC_ACT,ES,12.8,12.7,12.6,12.5,12.5,12.3,13.1,13.9,14.0,14.2,14.2,
90,SA,Y25-74,T,PC_ACT,EU27_2007,5.4,5.4,5.4,5.4,5.4,,,,,,,
91,SA,Y25-74,T,PC_ACT,EU27_2020,5.9,5.8,5.8,5.8,5.8,5.7,5.7,5.9,6.0,6.2,6.3,
92,SA,Y25-74,T,PC_ACT,EU28,5.4,5.4,5.4,5.4,5.4,,,,,,,
93,SA,Y25-74,T,PC_ACT,FI,5.4,5.3,5.3,5.3,5.2,5.3,5.4,5.6,5.8,6.0,6.1,
94,SA,Y25-74,T,PC_ACT,FR,7.2,7.0,6.9,6.9,6.8,6.5,6.3,6.4,5.5,5.2,5.7,
95,SA,Y25-74,T,PC_ACT,HR,5.6,5.5,5.6,5.5,5.5,5.4,5.8,6.9,7.4,7.3,7.2,
96,SA,Y25-74,T,PC_ACT,HU,2.9,2.9,2.7,2.8,2.9,3.0,3.1,3.5,4.0,4.2,,
97,SA,Y25-74,T,PC_ACT,IE,3.9,3.8,3.8,3.9,3.9,3.9,4.0,3.8,3.8,3.8,3.8,3.8
98,SA,Y25-74,T,PC_ACT,IS,2.4,2.4,2.4,2.5,2.9,2.9,2.7,2.9,3.4,3.4,4.1,
99,SA,Y25-74,T,PC_ACT,IT,8.5,8.4,8.4,8.4,,,,,,,,
100,SA,Y25-74,T,PC_ACT,LT,6.2,5.8,5.9,5.8,5.4,5.5,5.8,7.0,7.6,7.8,8.0,
101,SA,Y25-74,T,PC_ACT,LU,4.5,4.5,4.6,4.6,4.7,4.8,5.4,5.9,6.1,6.0,5.7,
102,SA,Y25-74,T,PC_ACT,LV,5.7,5.5,5.6,6.2,6.5,6.5,6.7,7.6,8.0,8.3,8.5,
103,SA,Y25-74,T,PC_ACT,MT,2.9,2.9,2.9,2.8,2.8,2.6,3.1,3.8,3.7,3.6,3.6,
104,SA,Y25-74,T,PC_ACT,NL,2.8,2.7,2.7,2.6,2.4,2.3,2.3,2.5,2.5,3.2,3.3,
105,SA,Y25-74,T,PC_ACT,NO,2.9,2.9,3.0,2.9,2.7,2.5,2.6,3.2,3.5,4.1,,
106,SA,Y25-74,T,PC_ACT,PL,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.7,2.8,2.9,2.8,
107,SA,Y25-74,T,PC_ACT,PT,5.6,5.6,5.7,5.8,5.8,5.5,5.3,5.3,4.8,6.0,6.8,
108,SA,Y25-74,T,PC_ACT,RO,3.1,2.9,3.0,3.0,2.8,3.0,3.7,4.2,4.3,4.5,4.3,
109,SA,Y25-74,T,PC_ACT,SE,5.0,5.0,5.6,5.0,5.5,5.9,5.3,5.8,6.3,6.8,6.8,
110,SA,Y25-74,T,PC_ACT,SI,4.5,4.1,3.8,3.5,3.8,3.7,3.8,4.3,4.3,4.3,4.2,
111,SA,Y25-74,T,PC_ACT,SK,5.0,4.9,4.9,4.9,5.4,5.4,5.2,5.7,5.8,5.8,5.9,
112,SA,Y25-74,T,PC_ACT,TR,11.6,11.5,11.2,11.1,10.7,10.6,10.8,11.5,11.8,,,
113,SA,Y25-74,T,PC_ACT,UK,2.7,2.7,2.6,2.7,2.8,2.8,2.7,2.6,2.6,,,
114,SA,Y25-74,T,PC_ACT,US,2.9,2.9,2.9,2.8,2.9,2.9,3.5,13.1,11.6,9.7,9.1,
