,s_adj,age,sex,unit,geo,2019m09,2019m10,2019m11,2019m12,2020m01,2020m02,2020m03,2020m04,2020m05,2020m06,2020m07,2020m08
75,SA,TOTAL,M,THS_PER,SK,83,83,82,81,87,86.0,81.0,89.0,94.0,97.0,101.0,
76,SA,TOTAL,M,THS_PER,UK,711,692,674,705,745,734.0,720.0,704.0,710.0,,,
77,SA,TOTAL,M,THS_PER,US,3109,3115,3104,3016,3165,3135.0,3753.0,11226.0,10204.0,8942.0,8329.0,
78,SA,TOTAL,T,THS_PER,AT,202,197,192,192,198,202.0,208.0,214.0,253.0,248.0,238.0,
79,SA,TOTAL,T,THS_PER,BE,265,265,264,266,257,254.0,259.0,273.0,277.0,282.0,281.0,
80,SA,TOTAL,T,THS_PER,BG,134,140,142,141,149,139.0,135.0,161.0,154.0,147.0,147.0,
81,SA,TOTAL,T,THS_PER,CH,213,204,200,203,210,211.0,216.0,224.0,232.0,235.0,,
82,SA,TOTAL,T,THS_PER,CY,29,29,29,28,28,27.0,29.0,35.0,37.0,33.0,31.0,
83,SA,TOTAL,T,THS_PER,CZ,113,109,114,106,110,106.0,112.0,118.0,129.0,143.0,143.0,
84,SA,TOTAL,T,THS_PER,DE,1342,1371,1405,1449,1508,1584.0,1674.0,1766.0,1846.0,1905.0,1937.0,
85,SA,TOTAL,T,THS_PER,DK,159,159,156,149,148,148.0,145.0,146.0,164.0,181.0,181.0,
86,SA,TOTAL,T,THS_PER,EA,12244,12145,12137,12140,12195,11955.0,11835.0,11942.0,12110.0,12449.0,12793.0,
87,SA,TOTAL,T,THS_PER,EA18,12147,12051,12042,12044,12105,11862.0,11738.0,11827.0,11985.0,12321.0,12661.0,
88,SA,TOTAL,T,THS_PER,EA19,12244,12145,12137,12140,12195,11955.0,11835.0,11942.0,12110.0,12449.0,12793.0,
89,SA,TOTAL,T,THS_PER,EE,30,29,30,31,34,34.0,34.0,42.0,48.0,56.0,,
90,SA,TOTAL,T,THS_PER,EL,796,785,783,767,759,739.0,648.0,724.0,778.0,837.0,,
91,SA,TOTAL,T,THS_PER,ES,3243,3224,3196,3181,3214,3132.0,3311.0,3421.0,3368.0,3402.0,3388.0,
92,SA,TOTAL,T,THS_PER,EU27_2007,15337,15196,15206,15197,15331,,,,,,,
93,SA,TOTAL,T,THS_PER,EU27_2020,14185,14055,14083,14035,14116,13943.0,13807.0,14124.0,14420.0,14848.0,15184.0,
94,SA,TOTAL,T,THS_PER,EU28,15452,15310,15320,15311,15444,,,,,,,
95,SA,TOTAL,T,THS_PER,FI,190,190,189,188,188,190.0,193.0,198.0,205.0,210.0,213.0,
96,SA,TOTAL,T,THS_PER,FR,2475,2453,2437,2429,2402,2269.0,2195.0,2275.0,1975.0,1866.0,1996.0,
97,SA,TOTAL,T,THS_PER,HR,115,114,114,114,112,111.0,121.0,148.0,164.0,161.0,157.0,
98,SA,TOTAL,T,THS_PER,HU,164,166,159,159,160,166.0,169.0,191.0,222.0,230.0,,
99,SA,TOTAL,T,THS_PER,IE,117,114,115,118,123,122.0,123.0,114.0,112.0,114.0,119.0,121.0
100,SA,TOTAL,T,THS_PER,IS,7,7,7,7,8,8.0,7.0,8.0,9.0,9.0,10.0,
101,SA,TOTAL,T,THS_PER,IT,2503,2451,2450,2462,2458,2406.0,2156.0,1794.0,2124.0,2320.0,2454.0,
102,SA,TOTAL,T,THS_PER,JP,1660,1650,1530,1520,1630,1650.0,1730.0,1790.0,1970.0,1940.0,1970.0,
103,SA,TOTAL,T,THS_PER,LT,97,94,96,95,90,93.0,97.0,115.0,125.0,129.0,132.0,
104,SA,TOTAL,T,THS_PER,LU,17,17,17,17,18,18.0,20.0,23.0,24.0,24.0,23.0,
105,SA,TOTAL,T,THS_PER,LV,58,56,57,63,68,68.0,71.0,80.0,85.0,87.0,88.0,
106,SA,TOTAL,T,THS_PER,MT,10,10,10,10,10,10.0,11.0,12.0,12.0,11.0,11.0,
107,SA,TOTAL,T,THS_PER,NL,323,323,324,302,284,274.0,273.0,314.0,330.0,404.0,419.0,
108,SA,TOTAL,T,THS_PER,NO,110,108,112,110,106,100.0,101.0,116.0,131.0,149.0,,
109,SA,TOTAL,T,THS_PER,PL,518,505,494,493,506,511.0,506.0,530.0,550.0,556.0,544.0,
110,SA,TOTAL,T,THS_PER,PT,341,337,347,348,352,332.0,317.0,319.0,290.0,370.0,410.0,
111,SA,TOTAL,T,THS_PER,RO,368,350,361,366,338,386.0,414.0,452.0,460.0,474.0,484.0,
112,SA,TOTAL,T,THS_PER,SE,370,368,405,367,397,421.0,370.0,435.0,467.0,508.0,505.0,
113,SA,TOTAL,T,THS_PER,SI,48,45,42,39,43,44.0,44.0,49.0,49.0,49.0,49.0,
114,SA,TOTAL,T,THS_PER,SK,157,156,154,153,165,166.0,158.0,175.0,179.0,181.0,188.0,
115,SA,TOTAL,T,THS_PER,TR,4520,4416,4312,4265,4043,3957.0,3916.0,4021.0,4152.0,,,
116,SA,TOTAL,T,THS_PER,UK,1267,1255,1237,1275,1328,1318.0,1297.0,1310.0,1298.0,,,
117,SA,TOTAL,T,THS_PER,US,5772,5831,5819,5755,5899,5807.0,7131.0,23102.0,20995.0,17704.0,16342.0,
