,s_adj,age,sex,unit,geo,2019m09,2019m10,2019m11,2019m12,2020m01,2020m02,2020m03,2020m04,2020m05,2020m06,2020m07,2020m08
29,SA,Y_LT25,F,THS_PER,NO,17,17,17,17,17.0,16.0,16.0,18.0,22.0,24.0,,
30,SA,Y_LT25,F,THS_PER,PL,47,44,42,40,46.0,47.0,48.0,51.0,51.0,52.0,51.0,
31,SA,Y_LT25,F,THS_PER,PT,34,36,41,38,38.0,39.0,42.0,46.0,36.0,46.0,45.0,
32,SA,Y_LT25,F,THS_PER,RO,44,38,38,38,41.0,41.0,41.0,,,,,
33,SA,Y_LT25,F,THS_PER,SE,63,53,61,55,47.0,62.0,51.0,63.0,78.0,81.0,79.0,
34,SA,Y_LT25,F,THS_PER,SI,3,3,3,3,4.0,4.0,4.0,4.0,4.0,4.0,,
35,SA,Y_LT25,F,THS_PER,SK,13,13,12,12,12.0,12.0,11.0,13.0,12.0,12.0,13.0,
36,SA,Y_LT25,F,THS_PER,UK,194,181,183,192,192.0,203.0,214.0,246.0,237.0,,,
37,SA,Y_LT25,F,THS_PER,US,722,678,723,758,808.0,781.0,1022.0,2754.0,2498.0,2061.0,1719.0,
38,SA,Y_LT25,M,THS_PER,AT,26,26,26,27,28.0,30.0,32.0,34.0,35.0,31.0,29.0,
39,SA,Y_LT25,M,THS_PER,BE,31,36,36,36,23.0,23.0,23.0,26.0,26.0,26.0,,
40,SA,Y_LT25,M,THS_PER,BG,8,9,10,10,12.0,11.0,9.0,12.0,11.0,9.0,9.0,
41,SA,Y_LT25,M,THS_PER,CH,27,27,27,27,27.0,27.0,27.0,27.0,27.0,27.0,,
42,SA,Y_LT25,M,THS_PER,CY,3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,,
43,SA,Y_LT25,M,THS_PER,CZ,8,8,8,8,10.0,9.0,8.0,9.0,11.0,12.0,12.0,
44,SA,Y_LT25,M,THS_PER,DE,153,150,147,144,141.0,138.0,137.0,136.0,136.0,136.0,137.0,
45,SA,Y_LT25,M,THS_PER,DK,22,24,24,24,,,,,,,,
46,SA,Y_LT25,M,THS_PER,EA,1258,1241,1248,1252,1239.0,1207.0,1178.0,1229.0,1211.0,1253.0,1269.0,
47,SA,Y_LT25,M,THS_PER,EA18,1248,1232,1238,1241,1228.0,1196.0,1167.0,1217.0,1198.0,1240.0,1254.0,
48,SA,Y_LT25,M,THS_PER,EA19,1258,1241,1248,1252,1239.0,1207.0,1178.0,1229.0,1211.0,1253.0,1269.0,
49,SA,Y_LT25,M,THS_PER,EE,3,2,2,2,2.0,3.0,3.0,4.0,4.0,6.0,,
50,SA,Y_LT25,M,THS_PER,EL,41,41,38,39,38.0,39.0,37.0,38.0,39.0,39.0,,
51,SA,Y_LT25,M,THS_PER,ES,258,255,253,250,274.0,269.0,277.0,281.0,267.0,278.0,278.0,
52,SA,Y_LT25,M,THS_PER,EU27_2007,1789,1782,1783,1794,1791.0,,,,,,,
53,SA,Y_LT25,M,THS_PER,EU27_2020,1526,1519,1527,1528,1514.0,1518.0,1434.0,1520.0,1492.0,1560.0,1586.0,
54,SA,Y_LT25,M,THS_PER,EU28,1802,1794,1796,1807,1803.0,,,,,,,
55,SA,Y_LT25,M,THS_PER,FI,32,32,32,33,33.0,33.0,34.0,34.0,35.0,35.0,36.0,
56,SA,Y_LT25,M,THS_PER,FR,310,324,329,331,308.0,283.0,279.0,322.0,293.0,278.0,275.0,
57,SA,Y_LT25,M,THS_PER,HR,13,12,12,12,13.0,13.0,13.0,21.0,21.0,21.0,,
58,SA,Y_LT25,M,THS_PER,HU,24,25,24,22,21.0,22.0,19.0,21.0,21.0,24.0,,
59,SA,Y_LT25,M,THS_PER,IE,20,17,18,19,23.0,23.0,21.0,17.0,15.0,15.0,16.0,17.0
60,SA,Y_LT25,M,THS_PER,IS,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
61,SA,Y_LT25,M,THS_PER,IT,246,235,235,235,,,,,,,,
62,SA,Y_LT25,M,THS_PER,LT,9,10,10,10,10.0,11.0,11.0,12.0,13.0,14.0,16.0,
63,SA,Y_LT25,M,THS_PER,LU,2,2,2,3,2.0,2.0,3.0,4.0,4.0,4.0,4.0,
64,SA,Y_LT25,M,THS_PER,LV,3,3,4,4,5.0,5.0,6.0,7.0,7.0,7.0,6.0,
65,SA,Y_LT25,M,THS_PER,MT,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
66,SA,Y_LT25,M,THS_PER,NL,59,61,63,57,52.0,48.0,51.0,67.0,70.0,83.0,78.0,
67,SA,Y_LT25,M,THS_PER,NO,21,21,22,22,22.0,21.0,21.0,20.0,22.0,24.0,,
68,SA,Y_LT25,M,THS_PER,PL,66,60,57,57,63.0,69.0,64.0,58.0,56.0,54.0,50.0,
69,SA,Y_LT25,M,THS_PER,PT,37,31,29,31,34.0,30.0,24.0,24.0,30.0,41.0,40.0,
70,SA,Y_LT25,M,THS_PER,RO,62,73,73,73,68.0,68.0,68.0,,,,,
71,SA,Y_LT25,M,THS_PER,SE,63,70,69,67,79.0,67.0,63.0,88.0,77.0,93.0,90.0,
72,SA,Y_LT25,M,THS_PER,SI,3,3,3,3,3.0,3.0,3.0,4.0,4.0,4.0,,
73,SA,Y_LT25,M,THS_PER,SK,15,16,15,14,16.0,16.0,15.0,17.0,18.0,18.0,21.0,
74,SA,Y_LT25,M,THS_PER,UK,277,276,268,279,289.0,283.0,280.0,280.0,291.0,,,
75,SA,Y_LT25,M,THS_PER,US,977,997,970,952,938.0,857.0,1102.0,2340.0,2390.0,1952.0,1887.0,
76,SA,Y_LT25,T,THS_PER,AT,45,44,45,46,50.0,53.0,54.0,58.0,59.0,55.0,52.0,
77,SA,Y_LT25,T,THS_PER,BE,53,60,60,60,47.0,47.0,47.0,52.0,52.0,52.0,,
78,SA,Y_LT25,T,THS_PER,BG,13,13,14,14,18.0,16.0,15.0,20.0,18.0,15.0,14.0,
79,SA,Y_LT25,T,THS_PER,CH,51,51,51,50,47.0,46.0,47.0,50.0,50.0,49.0,,
80,SA,Y_LT25,T,THS_PER,CY,6,6,6,6,5.0,5.0,5.0,7.0,7.0,7.0,,
81,SA,Y_LT25,T,THS_PER,CZ,14,15,14,14,16.0,15.0,17.0,18.0,21.0,22.0,23.0,
82,SA,Y_LT25,T,THS_PER,DE,244,244,244,245,247.0,248.0,249.0,250.0,250.0,249.0,246.0,
83,SA,Y_LT25,T,THS_PER,DK,45,48,47,43,42.0,42.0,44.0,45.0,51.0,55.0,53.0,
84,SA,Y_LT25,T,THS_PER,EA,2247,2227,2232,2233,2250.0,2202.0,2166.0,2249.0,2236.0,2309.0,2338.0,
85,SA,Y_LT25,T,THS_PER,EA18,2233,2212,2217,2217,2234.0,2185.0,2148.0,2229.0,2215.0,2286.0,2315.0,
86,SA,Y_LT25,T,THS_PER,EA19,2247,2227,2232,2233,2250.0,2202.0,2166.0,2249.0,2236.0,2309.0,2338.0,
87,SA,Y_LT25,T,THS_PER,EE,5,4,5,5,5.0,5.0,5.0,7.0,9.0,13.0,,
88,SA,Y_LT25,T,THS_PER,EL,82,83,80,74,77.0,78.0,68.0,78.0,78.0,80.0,,
89,SA,Y_LT25,T,THS_PER,ES,500,482,470,469,496.0,487.0,502.0,511.0,493.0,520.0,516.0,
90,SA,Y_LT25,T,THS_PER,EU27_2007,3176,3135,3141,3143,3173.0,,,,,,,
91,SA,Y_LT25,T,THS_PER,EU27_2020,2729,2702,2713,2695,2715.0,2714.0,2629.0,2766.0,2774.0,2869.0,2906.0,
92,SA,Y_LT25,T,THS_PER,EU28,3200,3158,3164,3166,3196.0,,,,,,,
93,SA,Y_LT25,T,THS_PER,FI,59,59,60,60,61.0,61.0,62.0,63.0,63.0,64.0,64.0,
94,SA,Y_LT25,T,THS_PER,FR,544,563,571,575,561.0,525.0,517.0,590.0,536.0,512.0,509.0,
95,SA,Y_LT25,T,THS_PER,HR,24,23,23,23,24.0,24.0,24.0,37.0,37.0,37.0,,
96,SA,Y_LT25,T,THS_PER,HU,40,41,40,35,34.0,37.0,38.0,42.0,49.0,49.0,,
97,SA,Y_LT25,T,THS_PER,IE,34,32,32,34,38.0,38.0,38.0,34.0,34.0,36.0,39.0,41.0
98,SA,Y_LT25,T,THS_PER,IS,3,3,3,3,3.0,3.0,2.0,3.0,3.0,3.0,3.0,
99,SA,Y_LT25,T,THS_PER,IT,433,413,418,423,426.0,430.0,389.0,343.0,378.0,401.0,433.0,
100,SA,Y_LT25,T,THS_PER,LT,14,15,16,16,17.0,17.0,18.0,20.0,22.0,23.0,23.0,
101,SA,Y_LT25,T,THS_PER,LU,4,4,4,4,4.0,4.0,5.0,6.0,7.0,7.0,6.0,
102,SA,Y_LT25,T,THS_PER,LV,6,7,7,8,8.0,8.0,9.0,11.0,12.0,11.0,11.0,
103,SA,Y_LT25,T,THS_PER,MT,3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
104,SA,Y_LT25,T,THS_PER,NL,106,109,110,101,97.0,94.0,94.0,119.0,132.0,156.0,159.0,
105,SA,Y_LT25,T,THS_PER,NO,38,37,39,38,39.0,38.0,37.0,38.0,44.0,48.0,,
106,SA,Y_LT25,T,THS_PER,PL,113,105,99,97,109.0,116.0,112.0,109.0,106.0,105.0,102.0,
107,SA,Y_LT25,T,THS_PER,PT,71,67,70,69,73.0,69.0,66.0,70.0,66.0,88.0,85.0,
108,SA,Y_LT25,T,THS_PER,RO,106,112,112,112,110.0,110.0,110.0,,,,,
109,SA,Y_LT25,T,THS_PER,SE,126,122,130,122,125.0,129.0,113.0,151.0,156.0,174.0,169.0,
110,SA,Y_LT25,T,THS_PER,SI,6,6,6,6,7.0,7.0,7.0,8.0,8.0,8.0,,
111,SA,Y_LT25,T,THS_PER,SK,28,28,27,26,28.0,27.0,26.0,30.0,30.0,30.0,34.0,
112,SA,Y_LT25,T,THS_PER,TR,1327,1272,1230,1230,1142.0,1119.0,1110.0,1120.0,1133.0,,,
113,SA,Y_LT25,T,THS_PER,UK,471,456,451,471,481.0,486.0,494.0,525.0,528.0,,,
114,SA,Y_LT25,T,THS_PER,US,1699,1675,1693,1710,1746.0,1638.0,2124.0,5094.0,4888.0,4013.0,3606.0,
